Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
New Orleans Saints,10-6 (62.5%),10-6  (62.5%),3-3 (50.0%),2-4-0  (33.3%),4-4 (50.0%),3-5-0 (37.5%),2-3 (40.0%),1-4-0 (20.0%),8-8-0 (50.0%)
New York Giants,8-8 (50.0%),8-8  (50.0%),5-4 (55.6%),4-5-0  (44.4%),3-5 (37.5%),3-5-0 (37.5%),3-3 (50.0%),2-4-0 (33.3%),7-8-1 (46.7%)
New York Jets,10-6 (62.5%),11-5  (68.8%),4-1 (80.0%),4-1-0  (80.0%),4-4 (50.0%),5-3-0 (62.5%),4-1 (80.0%),4-1-0 (80.0%),9-7-0 (56.3%)
Oakland Raiders,2-14 (12.5%),6-10  (37.5%),0-2 (0.0%),0-2-0  (0.0%),2-6 (25.0%),3-5-0 (37.5%),0-2 (0.0%),0-2-0 (0.0%),3-12-1 (20.0%)
Philadelphia Eagles,10-6 (62.5%),8-7-1  (53.3%),7-5 (58.3%),5-6-1  (45.5%),5-3 (62.5%),4-4-0 (50.0%),4-3 (57.1%),3-4-0 (42.9%),9-7-0 (56.3%)
Pittsburgh Steelers,8-8 (50.0%),7-8-1  (46.7%),7-6 (53.8%),6-6-1  (50.0%),5-3 (62.5%),5-3-0 (62.5%),5-3 (62.5%),5-3-0 (62.5%),9-7-0 (56.3%)
San Diego Chargers,14-2 (87.5%),9-7  (56.3%),13-2 (86.7%),8-7-0  (53.3%),8-0 (100.%),5-3-0 (62.5%),8-0 (100.%),5-3-0 (62.5%),10-6-0 (62.5%)
San Francisco 49ers,7-9 (43.8%),9-7  (56.3%),1-2 (33.3%),1-2-0  (33.3%),4-4 (50.0%),4-4-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),9-6-1 (60.0%)
Seattle Seahawks,9-7 (56.3%),6-9-1  (40.0%),7-4 (63.6%),3-7-1  (30.0%),5-3 (62.5%),4-3-1 (57.1%),5-2 (71.4%),3-3-1 (50.0%),9-6-1 (60.0%)
St Louis Rams,8-8 (50.0%),9-7  (56.3%),5-3 (62.5%),4-4-0  (50.0%),4-4 (50.0%),4-4-0 (50.0%),3-2 (60.0%),2-3-0 (40.0%),8-8-0 (50.0%)
Tampa Bay Buccaneers,4-12 (25.0%),6-9-1  (40.0%),1-3 (25.0%),0-3-1  (0.0%),3-5 (37.5%),3-4-1 (42.9%),1-3 (25.0%),0-3-1 (0.0%),7-9-0 (43.8%)
Tennessee Titans,8-8 (50.0%),11-5  (68.8%),1-2 (33.3%),1-2-0  (33.3%),4-4 (50.0%),5-3-0 (62.5%),1-2 (33.3%),1-2-0 (33.3%),11-3-2 (78.6%)
Washington Redskins,5-11 (31.3%),5-9-2  (35.7%),1-3 (25.0%),1-3-0  (25.0%),3-5 (37.5%),3-4-1 (42.9%),0-3 (0.0%),0-3-0 (0.0%),8-7-1 (53.3%)
