Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Kansas City Chiefs,9-7 (56.3%),10-5-1  (66.7%),4-3 (57.1%),4-3-0  (57.1%),6-2 (75.0%),6-2-0 (75.0%),4-1 (80.0%),4-1-0 (80.0%),5-11-0 (31.3%)
Miami Dolphins,8-8 (50.0%),7-9  (43.8%),6-3 (66.7%),4-5-0  (44.4%),4-4 (50.0%),3-5-0 (37.5%),3-3 (50.0%),2-4-0 (33.3%),8-8-0 (50.0%)
Minnesota Vikings,7-9 (43.8%),10-6  (62.5%),3-1 (75.0%),2-2-0  (50.0%),5-3 (62.5%),5-3-0 (62.5%),3-1 (75.0%),2-2-0 (50.0%),6-10-0 (37.5%)
New England Patriots,12-4 (75.0%),9-7  (56.3%),8-3 (72.7%),5-6-0  (45.5%),7-1 (87.5%),5-3-0 (62.5%),5-1 (83.3%),3-3-0 (50.0%),9-7-0 (56.3%)
New Orleans Saints,7-9 (43.8%),6-10  (37.5%),6-8 (42.9%),4-10-0  (28.6%),3-5 (37.5%),2-6-0 (25.0%),3-5 (37.5%),2-6-0 (25.0%),10-6-0 (62.5%)
New York Giants,6-10 (37.5%),7-9  (43.8%),4-1 (80.0%),4-1-0  (80.0%),3-5 (37.5%),4-4-0 (50.0%),3-0 (100.%),3-0-0 (100.%),10-5-1 (66.7%)
New York Jets,4-12 (25.0%),7-9  (43.8%),2-2 (50.0%),1-3-0  (25.0%),2-6 (25.0%),3-5-0 (37.5%),1-2 (33.3%),0-3-0 (0.0%),7-9-0 (43.8%)
Oakland Raiders,3-13 (18.8%),8-8  (50.0%),0-1 (0.0%),0-1-0  (0.0%),3-4 (42.9%),4-3-0 (57.1%),0-0,0-0-0,10-6-0 (62.5%)
Philadelphia Eagles,10-6 (62.5%),8-7-1  (53.3%),7-3 (70.0%),5-5-0  (50.0%),6-2 (75.0%),4-4-0 (50.0%),6-1 (85.7%),4-3-0 (57.1%),9-6-1 (60.0%)
Pittsburgh Steelers,11-5 (68.8%),9-7  (56.3%),8-3 (72.7%),6-5-0  (54.5%),6-2 (75.0%),5-3-0 (62.5%),5-2 (71.4%),4-3-0 (57.1%),9-7-0 (56.3%)
San Diego Chargers,9-7 (56.3%),7-9  (43.8%),5-1 (83.3%),2-4-0  (33.3%),5-3 (62.5%),3-5-0 (37.5%),4-1 (80.0%),2-3-0 (40.0%),7-9-0 (43.8%)
San Francisco 49ers,8-8 (50.0%),4-10-2  (28.6%),7-6 (53.8%),3-8-2  (27.3%),4-4 (50.0%),0-6-2 (0.0%),4-4 (50.0%),0-6-2 (0.0%),5-11-0 (31.3%)
Seattle Seahawks,12-4 (75.0%),10-6  (62.5%),11-3 (78.6%),9-5-0  (64.3%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),8-8-0 (50.0%)
St Louis Rams,6-10 (37.5%),8-8  (50.0%),2-3 (40.0%),2-3-0  (40.0%),3-5 (37.5%),3-5-0 (37.5%),1-3 (25.0%),1-3-0 (25.0%),8-8-0 (50.0%)
Tampa Bay Buccaneers,2-14 (12.5%),7-9  (43.8%),0-3 (0.0%),0-3-0  (0.0%),0-8 (0.0%),2-6-0 (25.0%),0-3 (0.0%),0-3-0 (0.0%),5-11-0 (31.3%)
Tennessee Titans,2-14 (12.5%),3-13  (18.8%),1-2 (33.3%),0-3-0  (0.0%),1-7 (12.5%),1-7-0 (12.5%),1-2 (33.3%),0-3-0 (0.0%),6-10-0 (37.5%)
Washington Redskins,4-12 (25.0%),5-11  (31.3%),2-2 (50.0%),1-3-0  (25.0%),3-5 (37.5%),2-6-0 (25.0%),2-2 (50.0%),1-3-0 (25.0%),7-8-1 (46.7%)
