Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
New England Patriots,5-11 (31.3%),7-9  (43.8%),2-4 (33.3%),1-5-0  (16.7%),3-5 (37.5%),3-5-0 (37.5%),2-3 (40.0%),1-4-0 (20.0%),8-8-0 (50.0%)
New Orleans Saints,10-6 (62.5%),10-6  (62.5%),5-1 (83.3%),5-1-0  (83.3%),3-5 (37.5%),3-5-0 (37.5%),2-1 (66.7%),2-1-0 (66.7%),6-9-1 (40.0%)
New York Giants,12-4 (75.0%),9-7  (56.3%),8-2 (80.0%),5-5-0  (50.0%),5-3 (62.5%),3-5-0 (37.5%),5-2 (71.4%),3-4-0 (42.9%),6-10-0 (37.5%)
New York Jets,9-7 (56.3%),7-7-2  (50.0%),5-3 (62.5%),2-4-2  (33.3%),5-3 (62.5%),2-4-2 (33.3%),5-3 (62.5%),2-4-2 (33.3%),7-8-1 (46.7%)
Oakland Raiders,12-4 (75.0%),10-5-1  (66.7%),10-3 (76.9%),8-5-0  (61.5%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),10-6-0 (62.5%)
Philadelphia Eagles,11-5 (68.8%),10-5-1  (66.7%),7-1 (87.5%),3-4-1  (42.9%),5-3 (62.5%),4-3-1 (57.1%),5-1 (83.3%),2-3-1 (40.0%),8-8-0 (50.0%)
Pittsburgh Steelers,9-7 (56.3%),11-5  (68.8%),4-3 (57.1%),4-3-0  (57.1%),4-4 (50.0%),5-3-0 (62.5%),2-2 (50.0%),2-2-0 (50.0%),7-9-0 (43.8%)
San Diego Chargers,1-15 (6.3%),7-9  (43.8%),0-1 (0.0%),0-1-0  (0.0%),1-7 (12.5%),2-6-0 (25.0%),0-1 (0.0%),0-1-0 (0.0%),8-8-0 (50.0%)
San Francisco 49ers,6-10 (37.5%),7-8-1  (46.7%),4-1 (80.0%),4-1-0  (80.0%),4-4 (50.0%),4-4-0 (50.0%),3-1 (75.0%),3-1-0 (75.0%),8-7-1 (53.3%)
Seattle Seahawks,6-10 (37.5%),7-9  (43.8%),3-1 (75.0%),2-2-0  (50.0%),3-5 (37.5%),3-5-0 (37.5%),2-1 (66.7%),1-2-0 (33.3%),8-7-1 (53.3%)
St Louis Rams,10-6 (62.5%),6-9-1  (40.0%),10-6 (62.5%),6-9-1  (40.0%),5-3 (62.5%),2-5-1 (28.6%),5-3 (62.5%),2-5-1 (28.6%),11-5-0 (68.8%)
Tampa Bay Buccaneers,10-6 (62.5%),9-7  (56.3%),8-3 (72.7%),7-4-0  (63.6%),6-2 (75.0%),5-3-0 (62.5%),5-2 (71.4%),4-3-0 (57.1%),11-5-0 (68.8%)
Tennessee Titans,13-3 (81.3%),7-9  (43.8%),11-2 (84.6%),5-8-0  (38.5%),7-1 (87.5%),4-4-0 (50.0%),7-1 (87.5%),4-4-0 (50.0%),6-10-0 (37.5%)
Washington Commanders,8-8 (50.0%),6-10  (37.5%),6-8 (42.9%),4-10-0  (28.6%),4-4 (50.0%),3-5-0 (37.5%),4-4 (50.0%),3-5-0 (37.5%),6-10-0 (37.5%)
