Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Minnesota Vikings,10-6 (62.5%),4-10-2  (28.6%),10-4 (71.4%),4-8-2  (33.3%),6-2 (75.0%),2-4-2 (33.3%),6-2 (75.0%),2-4-2 (33.3%),8-8-0 (50.0%)
New England Patriots,8-8 (50.0%),6-8-2  (42.9%),6-3 (66.7%),2-6-1  (25.0%),5-3 (62.5%),2-5-1 (28.6%),4-2 (66.7%),1-5-0 (16.7%),6-10-0 (37.5%)
New Orleans Saints,3-13 (18.8%),4-11-1  (26.7%),1-3 (25.0%),1-3-0  (25.0%),3-5 (37.5%),3-4-1 (42.9%),1-2 (33.3%),1-2-0 (33.3%),10-5-1 (66.7%)
New York Giants,7-9 (43.8%),7-9  (43.8%),3-2 (60.0%),2-3-0  (40.0%),4-4 (50.0%),3-5-0 (37.5%),2-2 (50.0%),1-3-0 (25.0%),7-8-1 (46.7%)
New York Jets,8-8 (50.0%),8-7-1  (53.3%),2-2 (50.0%),1-3-0  (25.0%),4-4 (50.0%),3-5-0 (37.5%),2-1 (66.7%),1-2-0 (33.3%),8-8-0 (50.0%)
Oakland Raiders,8-8 (50.0%),8-7-1  (53.3%),4-4 (50.0%),2-5-1  (28.6%),5-3 (62.5%),3-4-1 (42.9%),4-3 (57.1%),2-4-1 (33.3%),11-5-0 (68.8%)
Philadelphia Eagles,5-11 (31.3%),10-6  (62.5%),0-0,0-0-0,4-4 (50.0%),5-3-0 (62.5%),0-0,0-0-0,8-8-0 (50.0%)
Pittsburgh Steelers,6-10 (37.5%),6-10  (37.5%),4-4 (50.0%),3-5-0  (37.5%),2-6 (25.0%),1-7-0 (12.5%),1-4 (20.0%),0-5-0 (0.0%),9-7-0 (56.3%)
San Diego Chargers,8-8 (50.0%),10-6  (62.5%),2-0 (100.%),2-0-0  (100.%),4-4 (50.0%),4-4-0 (50.0%),2-0 (100.%),2-0-0 (100.%),7-9-0 (43.8%)
San Francisco 49ers,4-12 (25.0%),5-11  (31.3%),3-3 (50.0%),2-4-0  (33.3%),3-5 (37.5%),3-5-0 (37.5%),2-2 (50.0%),1-3-0 (25.0%),8-8-0 (50.0%)
Seattle Seahawks,9-7 (56.3%),6-10  (37.5%),6-4 (60.0%),3-7-0  (30.0%),5-3 (62.5%),3-5-0 (37.5%),5-3 (62.5%),3-5-0 (37.5%),8-8-0 (50.0%)
St Louis Rams,13-3 (81.3%),13-3  (81.3%),11-3 (78.6%),11-3-0  (78.6%),8-0 (100.%),8-0-0 (100.%),6-0 (100.%),6-0-0 (100.%),9-7-0 (56.3%)
Tampa Bay Buccaneers,11-5 (68.8%),11-4-1  (73.3%),9-3 (75.0%),8-4-0  (66.7%),7-1 (87.5%),6-2-0 (75.0%),6-1 (85.7%),5-2-0 (71.4%),6-10-0 (37.5%)
Tennessee Titans,13-3 (81.3%),9-5-2  (64.3%),10-1 (90.9%),6-3-2  (66.7%),8-0 (100.%),6-2-0 (75.0%),6-0 (100.%),4-2-0 (66.7%),9-7-0 (56.3%)
Washington Commanders,10-6 (62.5%),8-8  (50.0%),9-3 (75.0%),6-6-0  (50.0%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),9-7-0 (56.3%)
