Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Los Angeles Raiders,12-4 (75.0%),10-6  (62.5%),10-2 (83.3%),8-4-0  (66.7%),7-1 (87.5%),6-2-0 (75.0%),7-0 (100.%),6-1-0 (85.7%),7-9-0 (43.8%)
Los Angeles Rams,11-5 (68.8%),9-7  (56.3%),7-2 (77.8%),5-4-0  (55.6%),6-2 (75.0%),5-3-0 (62.5%),5-0 (100.%),4-1-0 (80.0%),9-7-0 (56.3%)
Miami Dolphins,12-4 (75.0%),8-7-1  (53.3%),11-3 (78.6%),7-6-1  (53.8%),8-0 (100.%),4-3-1 (57.1%),7-0 (100.%),3-3-1 (50.0%),8-8-0 (50.0%)
Minnesota Vikings,7-9 (43.8%),8-8  (50.0%),4-4 (50.0%),3-5-0  (37.5%),4-4 (50.0%),3-5-0 (37.5%),3-3 (50.0%),2-4-0 (33.3%),9-7-0 (56.3%)
New England Patriots,11-5 (68.8%),11-4-1  (73.3%),8-1 (88.9%),6-2-1  (75.0%),7-1 (87.5%),7-1-0 (87.5%),5-1 (83.3%),5-1-0 (83.3%),7-9-0 (43.8%)
New Orleans Saints,5-11 (31.3%),4-12  (25.0%),2-1 (66.7%),1-2-0  (33.3%),3-5 (37.5%),2-6-0 (25.0%),2-1 (66.7%),1-2-0 (33.3%),9-7-0 (56.3%)
New York Giants,10-6 (62.5%),9-6-1  (60.0%),10-3 (76.9%),9-4-0  (69.2%),6-2 (75.0%),5-3-0 (62.5%),6-2 (75.0%),5-3-0 (62.5%),9-6-1 (60.0%)
New York Jets,11-5 (68.8%),8-7-1  (53.3%),8-2 (80.0%),5-4-1  (55.6%),7-1 (87.5%),4-3-1 (57.1%),6-0 (100.%),3-2-1 (60.0%),6-10-0 (37.5%)
Philadelphia Eagles,7-9 (43.8%),7-9  (43.8%),2-1 (66.7%),0-3-0  (0.0%),4-4 (50.0%),2-6-0 (25.0%),2-1 (66.7%),0-3-0 (0.0%),6-9-1 (40.0%)
Pittsburgh Steelers,7-9 (43.8%),6-10  (37.5%),6-4 (60.0%),4-6-0  (40.0%),5-3 (62.5%),3-5-0 (37.5%),5-2 (71.4%),3-4-0 (42.9%),7-8-1 (46.7%)
San Diego Chargers,8-8 (50.0%),7-8-1  (46.7%),4-2 (66.7%),2-3-1  (40.0%),6-2 (75.0%),5-3-0 (62.5%),3-1 (75.0%),2-2-0 (50.0%),11-5-0 (68.8%)
San Francisco 49ers,10-6 (62.5%),10-6  (62.5%),10-6 (62.5%),10-6-0  (62.5%),5-3 (62.5%),5-3-0 (62.5%),5-3 (62.5%),5-3-0 (62.5%),8-8-0 (50.0%)
Seattle Seahawks,8-8 (50.0%),7-8-1  (46.7%),8-3 (72.7%),6-5-0  (54.5%),5-3 (62.5%),3-5-0 (37.5%),5-2 (71.4%),3-4-0 (42.9%),7-9-0 (43.8%)
St Louis Cardinals,5-11 (31.3%),5-11  (31.3%),4-5 (44.4%),4-5-0  (44.4%),4-4 (50.0%),4-4-0 (50.0%),3-2 (60.0%),3-2-0 (60.0%),8-7-1 (53.3%)
Tampa Bay Buccaneers,2-14 (12.5%),5-10-1  (33.3%),0-2 (0.0%),0-2-0  (0.0%),2-6 (25.0%),3-4-1 (42.9%),0-2 (0.0%),0-2-0 (0.0%),7-9-0 (43.8%)
Washington Redskins,10-6 (62.5%),8-7-1  (53.3%),7-3 (70.0%),5-4-1  (55.6%),5-3 (62.5%),3-4-1 (42.9%),4-2 (66.7%),2-3-1 (40.0%),8-8-0 (50.0%)
