Name,College,Years_Played,First_Season,Last_Season,Games_Played,Games_Started,Link
Frank Damiani,Manhattan,1,1944,1944,4,0,https://www.profootballarchives.com/players/d/dami00100.html
Maury Damkroger,Nebraska,2,1974,1975,13,0,https://www.profootballarchives.com/players/d/damk00200.html
John Damore,Northwestern,2,1957,1959,12,0,https://www.profootballarchives.com/players/d/damo00200.html
Boley Dancewicz,Notre,Dame,3,1946,1948,25,https://www.profootballarchives.com/players/d/danc00200.html
Dick Danehe,Southern,California,2,1947,1948,20,https://www.profootballarchives.com/players/d/dane00200.html
Joe Danelo,Washington,State,10,1975,1984,136,https://www.profootballarchives.com/players/d/dane00400.html
Bill Danenhauer,College,of,Emporia,2,1960,1960,https://www.profootballarchives.com/players/d/dane00600.html
Eldon Danenhauer,College,of,Emporia;,Pittsburg,State,6,https://www.profootballarchives.com/players/d/dane00800.html
George Daney,Detroit,Mercy;,Texas-El,Paso,7,1968,https://www.profootballarchives.com/players/d/dane01000.html
Jordan Dangerfield,Hofstra;,Towson,4,2016,2020,61,https://www.profootballarchives.com/players/d/dang00600.html
Chase Daniel,Missouri,13,2010,2022,74,5,https://www.profootballarchives.com/players/d/dani00070.html
Eugene Daniel,Louisiana,State,14,1984,1997,207,https://www.profootballarchives.com/players/d/dani00400.html
Kenny Daniel,Contra,Costa,JC;,San,Jose,State,https://www.profootballarchives.com/players/d/dani00600.html
Robertson Daniel,DeAnza,JC;,Brigham,Young,2,2016,https://www.profootballarchives.com/players/d/dani00655.html
Trevor Daniel,Tennessee,3,2018,2020,20,0,https://www.profootballarchives.com/players/d/dani00760.html
Willie Daniel,Mississippi,State,9,1961,1969,114,https://www.profootballarchives.com/players/d/dani00800.html
Ave Daniell,Pittsburgh,2,1937,1937,10,3,https://www.profootballarchives.com/players/d/dani01000.html
Jim Daniell,Ohio,State,2,1945,1946,21,https://www.profootballarchives.com/players/d/dani01200.html
B.J. Daniels,South,Florida,2,2015,2015,8,https://www.profootballarchives.com/players/d/dani01355.html
Calvin Daniels,North,Carolina,5,1982,1986,70,https://www.profootballarchives.com/players/d/dani01400.html
Clem Daniels,Prairie,View,A&M,9,1960,1968,https://www.profootballarchives.com/players/d/dani01600.html
Darrell Daniels,Washington,7,2017,2023,65,18,https://www.profootballarchives.com/players/d/dani01740.html
Darrion Daniels,Oklahoma,State;,Nebraska,1,2020,2020,https://www.profootballarchives.com/players/d/dani01745.html
Dave Daniels,Florida,A&M,1,1966,1966,14,https://www.profootballarchives.com/players/d/dani01800.html
David Daniels,Penn,State,2,1991,1992,29,https://www.profootballarchives.com/players/d/dani01900.html
Dexter Daniels,Florida,1,1996,1996,4,0,https://www.profootballarchives.com/players/d/dani01950.html
Dick Daniels,Columbia,Basin,JC;,Pacific,(Oregon),5,https://www.profootballarchives.com/players/d/dani02000.html
Jack Daniels,none,1,1925,1925,1,1,https://www.profootballarchives.com/players/d/dani02200.html
James Daniels,Iowa,7,2018,2024,90,84,https://www.profootballarchives.com/players/d/dani02220.html
Jayden Daniels,Arizona,State;,Louisiana,State,1,2024,https://www.profootballarchives.com/players/d/dani02227.html
Jerome Daniels,Northeastern,1,1998,1998,8,5,https://www.profootballarchives.com/players/d/dani02250.html
Kahzin Daniels,Charleston,1,2019,2019,2,0,https://www.profootballarchives.com/players/d/dani02325.html
LeShun Daniels,Ohio,State,1,1997,1997,1,https://www.profootballarchives.com/players/d/dani02350.html
LeShun Daniels,Iowa,1,2017,2017,4,0,https://www.profootballarchives.com/players/d/dani02351.html
Matt Daniels,Duke,3,2012,2015,7,0,https://www.profootballarchives.com/players/d/dani02393.html
Mike Daniels,Iowa,10,2012,2021,124,86,https://www.profootballarchives.com/players/d/dani02431.html
Owen Daniels,Wisconsin,10,2006,2015,131,125,https://www.profootballarchives.com/players/d/dani02470.html
Phillip Daniels,Georgia,14,1996,2010,201,167,https://www.profootballarchives.com/players/d/dani02500.html
Stanley Daniels,Washington,1,2010,2010,7,4,https://www.profootballarchives.com/players/d/dani02600.html
Tank Daniels,Harding,4,2006,2009,27,0,https://www.profootballarchives.com/players/d/dani02620.html
Travis Daniels,Louisiana,State,8,2005,2012,107,https://www.profootballarchives.com/players/d/dani02650.html
Gary Danielson,Purdue,11,1976,1988,102,60,https://www.profootballarchives.com/players/d/dani02800.html
Ernie Danjean,Auburn,1,1957,1957,12,4,https://www.profootballarchives.com/players/d/danj00200.html
Rick Danmeier,Lakewood,State,JC;,Sioux,Falls,6,https://www.profootballarchives.com/players/d/danm00200.html
Mike Danna,Central,Michigan;,Michigan,5,2020,2024,https://www.profootballarchives.com/players/d/dann00060.html
Ed Danowski,Fordham,7,1934,1941,71,40,https://www.profootballarchives.com/players/d/dano00200.html
Karlos Dansby,Auburn,14,2004,2017,212,193,https://www.profootballarchives.com/players/d/dans00050.html
Cameron Dantzler,Mississippi,State,4,2020,2023,37,https://www.profootballarchives.com/players/d/dant00350.html
Woody Dantzler,Clemson,2,2002,2003,14,0,https://www.profootballarchives.com/players/d/dant00600.html
Fred Danziger,Michigan,State,1,1931,1931,1,https://www.profootballarchives.com/players/d/danz00200.html
Jerry DaPrato,Michigan,State,1,1921,1921,6,https://www.profootballarchives.com/players/d/dapr00200.html
Amara Darboh,Michigan,1,2017,2017,16,0,https://www.profootballarchives.com/players/d/darb00020.html
Alvis Darby,Florida,3,1976,1978,9,1,https://www.profootballarchives.com/players/d/darb00200.html
Byron Darby,Southern,California,7,1983,1989,87,https://www.profootballarchives.com/players/d/darb00400.html
Chartric Darby,South,Carolina,State,9,2001,2009,https://www.profootballarchives.com/players/d/darb00450.html
Frank Darby,Arizona,State,3,2021,2023,15,https://www.profootballarchives.com/players/d/darb00543.html
Kenneth Darby,Alabama,4,2007,2010,41,1,https://www.profootballarchives.com/players/d/darb00570.html
Matt Darby,UCLA,6,1992,1997,81,45,https://www.profootballarchives.com/players/d/darb00600.html
Paul Darby,Texas,State,2,1979,1980,23,https://www.profootballarchives.com/players/d/darb00800.html
Ronald Darby,Florida,State,10,2015,2024,118,https://www.profootballarchives.com/players/d/darb01000.html
J.P. Darche,McGill,9,2000,2008,120,0,https://www.profootballarchives.com/players/d/darc00100.html
Kirby Dar,Dar,Syracuse,3,1995,1998,14,https://www.profootballarchives.com/players/d/dard00100.html
Ramsey Dardar,Louisiana,State,1,1984,1984,16,https://www.profootballarchives.com/players/d/dard00200.html
Jaelon Darden,North,Texas,6,2021,2024,36,https://www.profootballarchives.com/players/d/dard00310.html
Thom Darden,Michigan,9,1972,1981,128,124,https://www.profootballarchives.com/players/d/dard00400.html
Tony Darden,Texas,Tech,1,2000,2000,16,https://www.profootballarchives.com/players/d/dard00600.html
Marcell Dareus,Alabama,10,2011,2019,121,108,https://www.profootballarchives.com/players/d/dare00400.html
Trey Darilek,Texas-El,Paso,2,2004,2005,18,https://www.profootballarchives.com/players/d/dari00100.html
Donovin Darius,Syracuse,10,1998,2007,118,117,https://www.profootballarchives.com/players/d/dari00200.html
Chris Darkins,Minnesota,1,1997,1997,14,0,https://www.profootballarchives.com/players/d/dark00200.html
Orleans Darkwa,Tulane,5,2014,2017,52,13,https://www.profootballarchives.com/players/d/dark00400.html
Bernie Darling,Wisconsin-Oshkosh;,Ripon;,Beloit,5,1927,1931,https://www.profootballarchives.com/players/d/darl00200.html
Devard Darling,Florida,State;,Washington,State,5,2004,https://www.profootballarchives.com/players/d/darl00320.html
James Darling,Washington,State,10,1997,2006,139,https://www.profootballarchives.com/players/d/darl00400.html
Bill Darnall,North,Carolina,2,1968,1969,12,https://www.profootballarchives.com/players/d/darn00200.html
Sam Darnold,Southern,California,7,2018,2024,83,https://www.profootballarchives.com/players/d/darn00580.html
Phil Darns,Mississippi,Valley,State,1,1984,1984,https://www.profootballarchives.com/players/d/darn00600.html
Matt Darr,Tennessee,3,2015,2018,37,0,https://www.profootballarchives.com/players/d/darr00300.html
Dan Darragh,William,&,Mary,3,1968,1970,https://www.profootballarchives.com/players/d/darr00400.html
Bernie Darre,Tulane,1,1961,1961,12,0,https://www.profootballarchives.com/players/d/darr00600.html
Chris Darrington,El,Camino,JC;,Weber,State,1,https://www.profootballarchives.com/players/d/darr00800.html
Christian Darrisaw,Virginia,Tech,4,2021,2024,48,https://www.profootballarchives.com/players/d/darr00850.html
Barry Darrow,Montana,Western;,Montana,5,1974,1978,https://www.profootballarchives.com/players/d/darr01000.html
Matt Darwin,Texas,A&M,5,1986,1990,61,https://www.profootballarchives.com/players/d/darw00200.html
Harry Dastillung,Marietta;,Xavier,(Ohio),1,1921,1921,https://www.profootballarchives.com/players/d/dast00200.html
Bob Daugherty,New,Mexico,Military,Institute,JC;,Tulsa,https://www.profootballarchives.com/players/d/daug00200.html
Dick Daugherty,Colgate;,Oregon,6,1951,1958,69,https://www.profootballarchives.com/players/d/daug00400.html
Ron Daugherty,Northeastern,Illinois,1,1987,1987,3,https://www.profootballarchives.com/players/d/daug00600.html
Russ Daugherty,Illinois,1,1927,1927,2,1,https://www.profootballarchives.com/players/d/daug00800.html
Lou Daukas,Cornell,1,1947,1947,4,0,https://www.profootballarchives.com/players/d/dauk00200.html
Nick Daukas,Dartmouth,2,1946,1947,17,2,https://www.profootballarchives.com/players/d/dauk00400.html
Mitch Daum,Wyoming,1,1987,1987,2,0,https://www.profootballarchives.com/players/d/daum00400.html
Red Daum,Akron,5,1922,1926,37,30,https://www.profootballarchives.com/players/d/daum00600.html
Charles Davenport,North,Carolina,State,3,1992,1994,https://www.profootballarchives.com/players/d/dave00200.html
Joe Dean,Davenport,Arkansas,3,2001,2003,29,https://www.profootballarchives.com/players/d/dave00330.html
Julie'n Davenport,Bucknell,5,2017,2021,60,32,https://www.profootballarchives.com/players/d/dave00335.html
Marcus Davenport,Texas-San,Antonio,7,2018,2024,68,https://www.profootballarchives.com/players/d/dave00337.html
Najeh Davenport,Miami,(Florida),8,2002,2008,73,https://www.profootballarchives.com/players/d/dave00370.html
Ron Davenport,Louisville,5,1985,1989,67,12,https://www.profootballarchives.com/players/d/dave00400.html
Wayne Davenport,Hardin-Simmons,1,1931,1931,2,1,https://www.profootballarchives.com/players/d/dave00600.html
Don Davey,Wisconsin,7,1991,1997,92,40,https://www.profootballarchives.com/players/d/dave00800.html
Rohan Davey,Louisiana,State,3,2002,2004,7,https://www.profootballarchives.com/players/d/dave01000.html
Bob David,Notre,Dame;,Villanova,3,1947,1948,https://www.profootballarchives.com/players/d/davi00200.html
Jason David,Washington,State,5,2004,2008,75,https://www.profootballarchives.com/players/d/davi00380.html
Jimmy David,Colorado,State,8,1952,1959,93,https://www.profootballarchives.com/players/d/davi00400.html
Lavonte David,Fort,Scott,CC;,Nebraska,13,2012,https://www.profootballarchives.com/players/d/davi00500.html
Stan David,Texas,Tech,1,1984,1984,16,https://www.profootballarchives.com/players/d/davi00600.html
Norberto Davidds-Garrido,Mount,San,Antonio,JC;,Southern,California,https://www.profootballarchives.com/players/d/davi00700.html
Ben Davidson,East,Los,Angeles,JC;,Washington,11,https://www.profootballarchives.com/players/d/davi00800.html
Bill Davidson,Temple,3,1937,1939,29,14,https://www.profootballarchives.com/players/d/davi01000.html
Chy Davidson,Rhode,Island,2,1984,1985,4,https://www.profootballarchives.com/players/d/davi01200.html
Cotton Davidson,Baylor,11,1954,1968,111,58,https://www.profootballarchives.com/players/d/davi01400.html
D.J. Davidson,Arizona,State,3,2022,2024,32,https://www.profootballarchives.com/players/d/davi01425.html
Greg Davidson,North,Texas,3,1980,1982,39,https://www.profootballarchives.com/players/d/davi01600.html
Itzy Davidson,St.,Louis,1,1930,1930,5,https://www.profootballarchives.com/players/d/davi01655.html
James Davidson,Texas-El,Paso,1,2014,2014,2,https://www.profootballarchives.com/players/d/davi01660.html
Jeff Davidson,Ohio,State,3,1990,1992,44,https://www.profootballarchives.com/players/d/davi01700.html
Joe Davidson,Colgate;,Oklahoma,State,1,1928,1928,https://www.profootballarchives.com/players/d/davi01800.html
Kenny Davidson,Louisiana,State,7,1990,1996,93,https://www.profootballarchives.com/players/d/davi01900.html
Marlon Davidson,Auburn,3,2020,2023,25,5,https://www.profootballarchives.com/players/d/davi01930.html
Pete Davidson,The,Citadel,1,1960,1960,1,https://www.profootballarchives.com/players/d/davi01990.html
Zach Davidson,Central,Missouri,1,2024,2024,3,https://www.profootballarchives.com/players/d/davi02028.html
Davis Chicago,1,1920,1920,2,2,0,https://www.profootballarchives.com/players/d/davi02170.html
A.J. Davis,Jacksonville,State,1,2012,2012,1,https://www.profootballarchives.com/players/d/davi02261.html
Akeem Davis,Jones,County,JC;,Memphis,5,2014,https://www.profootballarchives.com/players/d/davi02265.html
Al Davis,Tennessee,State,1,1971,1971,14,https://www.profootballarchives.com/players/d/davi02300.html
Andra Davis,Florida,10,2002,2011,143,103,https://www.profootballarchives.com/players/d/davi02340.html
Andre Davis,Southern,University,1,1996,1996,2,https://www.profootballarchives.com/players/d/davi02350.html
Andre' Davis,Virginia,Tech,8,2002,2009,104,https://www.profootballarchives.com/players/d/davi02370.html
Andy Davis,George,Washington,1,1952,1952,9,https://www.profootballarchives.com/players/d/davi02400.html
Anthony Davis,Spokane,Falls,CC;,Utah,8,1993,https://www.profootballarchives.com/players/d/davi02500.html
Anthony Davis,Southern,California,3,1977,1978,15,https://www.profootballarchives.com/players/d/davi02600.html
Anthony Davis,Virginia,Tech,5,2004,2008,47,https://www.profootballarchives.com/players/d/davi02650.html
Anthony Davis,Rutgers,6,2010,2016,72,71,https://www.profootballarchives.com/players/d/davi02670.html
Antone Davis,Tennessee,7,1991,1997,97,87,https://www.profootballarchives.com/players/d/davi02700.html
Art Davis,Alabama,State,2,1953,1954,8,https://www.profootballarchives.com/players/d/davi02800.html
Art Davis,Mississippi,State,1,1956,1956,9,https://www.profootballarchives.com/players/d/davi03000.html
Ashtyn Davis,California,5,2020,2024,69,22,https://www.profootballarchives.com/players/d/davi03060.html
Austin Davis,Southern,Mississippi,3,2014,2017,16,https://www.profootballarchives.com/players/d/davi03100.html
Ben Davis,Defiance,10,1967,1976,109,63,https://www.profootballarchives.com/players/d/davi03200.html
Bill Davis,Texas,Tech,4,1940,1946,42,https://www.profootballarchives.com/players/d/davi03600.html
Billy Davis,Clemson,1,1984,1984,1,0,https://www.profootballarchives.com/players/d/davi03800.html
Billy Davis,Pittsburgh,6,1995,2000,93,12,https://www.profootballarchives.com/players/d/davi03900.html
Bob Davis,Kentucky,5,1938,1946,48,39,https://www.profootballarchives.com/players/d/davi04000.html
Bob Davis,Georgia,Tech,1,1948,1948,12,https://www.profootballarchives.com/players/d/davi04200.html
Bob Davis,Penn,State,5,1946,1950,55,https://www.profootballarchives.com/players/d/davi04400.html
Bob Davis,Virginia,7,1967,1973,40,13,https://www.profootballarchives.com/players/d/davi04600.html
Brad Davis,Louisiana,State,2,1975,1976,4,https://www.profootballarchives.com/players/d/davi04800.html
Brian Davis,Glendale,CC;,Nebraska,8,1987,1994,https://www.profootballarchives.com/players/d/davi05000.html
Britt Davis,Northern,Illinois,1,2010,2010,3,https://www.profootballarchives.com/players/d/davi05100.html
Bruce Davis,UCLA,12,1979,1989,160,115,https://www.profootballarchives.com/players/d/davi05200.html
Bruce Davis,Baylor,2,1984,1987,15,1,https://www.profootballarchives.com/players/d/davi05400.html
Bruce Davis,UCLA,3,2008,2011,15,0,https://www.profootballarchives.com/players/d/davi05410.html
Buster Davis,Florida,State,2,2007,2008,7,https://www.profootballarchives.com/players/d/davi05550.html
Buster Davis,Louisiana,State,4,2007,2010,26,https://www.profootballarchives.com/players/d/davi05560.html
Butch Davis,Missouri,1,1970,1970,10,2,https://www.profootballarchives.com/players/d/davi05600.html
Carey Davis,Illinois,4,2004,2009,37,10,https://www.profootballarchives.com/players/d/davi05780.html
Carl Davis,West,Virginia,2,1926,1927,10,https://www.profootballarchives.com/players/d/davi05800.html
Carl Davis,Iowa,10,2015,2024,78,19,https://www.profootballarchives.com/players/d/davi05831.html
Carlos Davis,Nebraska,3,2020,2022,12,0,https://www.profootballarchives.com/players/d/davi05841.html
Carlton Davis,Auburn,7,2018,2024,88,87,https://www.profootballarchives.com/players/d/davi05850.html
Charlie Davis,Colorado,2,1974,1976,20,14,https://www.profootballarchives.com/players/d/davi06000.html
Charlie Davis,Texas,Christian,7,1974,1980,74,https://www.profootballarchives.com/players/d/davi06200.html
Chauncey Davis,Jones,County,JC;,Florida,State,7,https://www.profootballarchives.com/players/d/davi06350.html
Chris Davis,Wake,Forest,1,2007,2007,2,https://www.profootballarchives.com/players/d/davi06390.html
Chris Davis,Purdue;,San,Diego,State,1,1987,https://www.profootballarchives.com/players/d/davi06400.html
Chris Davis,Florida,State,2,2007,2008,17,https://www.profootballarchives.com/players/d/davi06410.html
Chris Davis,Syracuse,1,2003,2003,1,0,https://www.profootballarchives.com/players/d/davi06420.html
Chris Davis,Auburn,3,2014,2016,19,1,https://www.profootballarchives.com/players/d/davi06431.html
C.J. Davis,Pittsburgh,2,2010,2012,14,0,https://www.profootballarchives.com/players/d/davi06500.html
Clarence Davis,East,Los,Angeles,JC;,Southern,California,https://www.profootballarchives.com/players/d/davi06600.html
Cody Davis,Texas,Tech,11,2013,2023,145,https://www.profootballarchives.com/players/d/davi06740.html
Corby Davis,Indiana,4,1938,1942,38,12,https://www.profootballarchives.com/players/d/davi06750.html
Corey Davis,Western,Michigan,6,2017,2022,80,https://www.profootballarchives.com/players/d/davi06761.html
Darrell Davis,Texas,Christian,2,1990,1991,28,https://www.profootballarchives.com/players/d/davi06900.html
Dave Davis,Tennessee,State,4,1971,1974,33,https://www.profootballarchives.com/players/d/davi07000.html
Davion Davis,Sam,Houston,State,2,2019,2021,https://www.profootballarchives.com/players/d/davi07210.html
DeMario Davis,Arkansas,State,13,2012,2024,210,https://www.profootballarchives.com/players/d/davi07240.html
Derius Davis,Texas,Christian,2,2023,2024,32,https://www.profootballarchives.com/players/d/davi07283.html
Dexter Davis,Clemson,6,1991,1995,59,6,https://www.profootballarchives.com/players/d/davi07300.html
Dexter Davis,Arizona,State,2,2010,2011,16,https://www.profootballarchives.com/players/d/davi07310.html
Dick Davis,Vanderbilt;,Kansas,1,1962,1962,12,https://www.profootballarchives.com/players/d/davi07400.html
Dick Davis,Nebraska,2,1970,1970,6,2,https://www.profootballarchives.com/players/d/davi07600.html
D.J. Davis,Oregon,3,2012,2014,38,3,https://www.profootballarchives.com/players/d/davi07700.html
Domenique Davis,Shaw;,North,Carolina-Pembroke,1,2022,2022,https://www.profootballarchives.com/players/d/davi07810.html
Dominique Davis,Boston,College;,Fort,Scott,CC;,East,https://www.profootballarchives.com/players/d/davi07820.html
Don Davis,Santa,Ana,JC;,Los,Angeles,State,https://www.profootballarchives.com/players/d/davi08000.html
Don Davis,Kansas,12,1996,2006,148,17,https://www.profootballarchives.com/players/d/davi08100.html
Donnie Davis,Southern,University,2,1962,1970,24,https://www.profootballarchives.com/players/d/davi08200.html
Dorsett Davis,Mississippi,Delta,CC;,Mississippi,State,1,https://www.profootballarchives.com/players/d/davi08300.html
Doug Davis,Kentucky,7,1966,1972,79,49,https://www.profootballarchives.com/players/d/davi08400.html
Ed Davis,Indiana,3,1920,1922,8,6,https://www.profootballarchives.com/players/d/davi08500.html
Elgin Davis,Central,Florida,2,1987,1988,9,https://www.profootballarchives.com/players/d/davi08600.html
Eric Davis,Jacksonville,State,13,1990,2002,188,https://www.profootballarchives.com/players/d/davi08700.html
Frank Davis,South,Florida,1,2006,2006,11,https://www.profootballarchives.com/players/d/davi08790.html
Fred Davis,Alabama,9,1941,1951,95,71,https://www.profootballarchives.com/players/d/davi08800.html
Fred Davis,Western,Carolina,1,1987,1987,1,https://www.profootballarchives.com/players/d/davi09000.html
Fred Davis,Southern,California,6,2008,2013,72,https://www.profootballarchives.com/players/d/davi09010.html
Gabe Davis,Central,Florida,5,2020,2024,74,https://www.profootballarchives.com/players/d/davi09140.html
Gaines Davis,Texas,Tech,1,1936,1936,6,https://www.profootballarchives.com/players/d/davi09200.html
Gary Davis,Cal,Poly,(San,Luis,Obispo),6,https://www.profootballarchives.com/players/d/davi09400.html
Geremy Davis,Connecticut,5,2015,2019,36,1,https://www.profootballarchives.com/players/d/davi09535.html
Glenn Davis,Army,2,1950,1951,23,16,https://www.profootballarchives.com/players/d/davi09600.html
Glenn Davis,Ohio,State,2,1960,1961,15,https://www.profootballarchives.com/players/d/davi09800.html
Greg Davis,The,Citadel,14,1987,1998,169,https://www.profootballarchives.com/players/d/davi10000.html
Hall Davis,Eastern,Michigan;,Louisiana-Lafayette,2,2010,2012,https://www.profootballarchives.com/players/d/davi10140.html
Harper Davis,Mississippi,State,3,1949,1951,34,https://www.profootballarchives.com/players/d/davi10200.html
Harrison Davis,Virginia,1,1974,1974,12,7,https://www.profootballarchives.com/players/d/davi10400.html
Henry Davis,Grambling,State,6,1968,1973,83,https://www.profootballarchives.com/players/d/davi10800.html
Herb Davis,Xavier,(Ohio),2,1925,1926,8,https://www.profootballarchives.com/players/d/davi10900.html
Hermit Davis,Birmingham-Southern,1,1936,1936,2,1,https://www.profootballarchives.com/players/d/davi10920.html
Ike Davis,Arkansas,5,1994,1997,58,31,https://www.profootballarchives.com/players/d/davi11000.html
Isaiah Davis,South,Dakota,State,1,2024,2024,https://www.profootballarchives.com/players/d/davi11010.html
Jack Davis,Maryland,1,1960,1960,14,13,https://www.profootballarchives.com/players/d/davi11100.html
Jack Davis,Oklahoma;,Arizona,1,1960,1960,2,https://www.profootballarchives.com/players/d/davi11200.html
Ja'Gared Davis,Southern,Methodist,3,2013,2014,7,https://www.profootballarchives.com/players/d/davi11300.html
Jalen Davis,Utah,State,7,2018,2024,57,https://www.profootballarchives.com/players/d/davi11340.html
Jamal Davis,Pittsburgh;,Akron,1,2019,2019,3,https://www.profootballarchives.com/players/d/davi11345.html
James Davis,Los,Angeles,Southwest,JC;,Southern,University,https://www.profootballarchives.com/players/d/davi11400.html
James Davis,Clemson,3,2009,2010,9,0,https://www.profootballarchives.com/players/d/davi11420.html
James Davis,West,Virginia,3,2003,2005,40,https://www.profootballarchives.com/players/d/davi11430.html
Jamin Davis,Kentucky,5,2021,2024,54,36,https://www.profootballarchives.com/players/d/davi11453.html
Jarrad Davis,Florida,7,2017,2022,68,50,https://www.profootballarchives.com/players/d/davi11457.html
Jason Davis,Illinois,2,2008,2008,6,3,https://www.profootballarchives.com/players/d/davi11460.html
Javaris Davis,Auburn,1,2021,2021,1,0,https://www.profootballarchives.com/players/d/davi11535.html
Jawill Davis,Bethune-Cookman,1,2018,2018,7,0,https://www.profootballarchives.com/players/d/davi11540.html
Jeff Davis,Clemson,6,1982,1987,83,72,https://www.profootballarchives.com/players/d/davi12000.html
Jerome Davis,Illinois,Valley,JC;,Ball,State,1,https://www.profootballarchives.com/players/d/davi12200.html
Jerome Davis,Minnesota,3,2002,2004,6,0,https://www.profootballarchives.com/players/d/davi12250.html
Jerry Davis,Southeastern,Louisiana,5,1948,1952,47,https://www.profootballarchives.com/players/d/davi12400.html
Jerry Davis,Morris,Brown,1,1975,1975,6,https://www.profootballarchives.com/players/d/davi12600.html
