Name,College,Years_Played,First_Season,Last_Season,Games_Played,Games_Started,Link
Brian Jackson,Oklahoma,2,2010,2011,13,0,https://www.profootballarchives.com/players/j/jack02230.html
Calvin Jackson,Auburn,6,1994,1999,75,57,https://www.profootballarchives.com/players/j/jack02250.html
Cedric Jackson,Tyler,JC;,Texas,Christian,1,1991,https://www.profootballarchives.com/players/j/jack02300.html
Chad Jackson,Florida,3,2006,2008,18,1,https://www.profootballarchives.com/players/j/jack02350.html
Charles Jackson,Washington,9,1978,1986,117,70,https://www.profootballarchives.com/players/j/jack02400.html
Charles Jackson,Texas,Tech,1,1987,1987,1,https://www.profootballarchives.com/players/j/jack02600.html
Charlie Jackson,Southern,Methodist,2,1958,1960,14,https://www.profootballarchives.com/players/j/jack02800.html
Chevis Jackson,Louisiana,State,3,2008,2010,33,https://www.profootballarchives.com/players/j/jack02850.html
Chris Jackson,UC,Riverside;,Orange,Coast,JC;,Washington,https://www.profootballarchives.com/players/j/jack02950.html
Chris Jackson,Marshall,3,2020,2022,24,6,https://www.profootballarchives.com/players/j/jack02971.html
Cleveland Jackson,Michigan,State;,Los,Angeles,Southwest,JC;,https://www.profootballarchives.com/players/j/jack03000.html
Colville Jackson,Chicago,2,1921,1921,3,1,https://www.profootballarchives.com/players/j/jack03200.html
Corey Jackson,Ranger,JC;,Nevada-Reno,1,2004,2004,https://www.profootballarchives.com/players/j/jack03410.html
Curtis Jackson,Texas,2,2000,2001,7,2,https://www.profootballarchives.com/players/j/jack03450.html
Dane Jackson,Pittsburgh,5,2020,2024,60,31,https://www.profootballarchives.com/players/j/jack03520.html
Darius Jackson,Eastern,Michigan,2,2018,2018,4,https://www.profootballarchives.com/players/j/jack03540.html
Darrell Jackson,Florida,9,2000,2008,123,106,https://www.profootballarchives.com/players/j/jack03550.html
David Jackson,Southeast,Missouri,State,1,1987,1987,https://www.profootballarchives.com/players/j/jack03600.html
Deon Jackson,Duke,5,2021,2023,30,3,https://www.profootballarchives.com/players/j/jack03640.html
DeSean Jackson,California,16,2008,2022,183,159,https://www.profootballarchives.com/players/j/jack03700.html
Dexter Jackson,Florida,State,10,1999,2008,118,https://www.profootballarchives.com/players/j/jack03750.html
Dexter Jackson,Appalachian,State,1,2008,2008,7,https://www.profootballarchives.com/players/j/jack03760.html
D'Marco Jackson,Appalachian,State,2,2023,2024,27,https://www.profootballarchives.com/players/j/jack03780.html
Don Jackson,North,Carolina,1,1936,1936,10,https://www.profootballarchives.com/players/j/jack03800.html
Don Jackson,Iowa,Western,CC;,Nevada-Reno,1,2016,https://www.profootballarchives.com/players/j/jack03801.html
Donte Jackson,Louisiana,State,7,2018,2024,95,https://www.profootballarchives.com/players/j/jack03805.html
D'Qwell Jackson,Maryland,10,2006,2016,141,140,https://www.profootballarchives.com/players/j/jack03820.html
Drake Jackson,Southern,California,2,2022,2023,23,https://www.profootballarchives.com/players/j/jack03826.html
Earnest Jackson,Texas,A&M,6,1983,1988,81,https://www.profootballarchives.com/players/j/jack04000.html
Eddie Jackson,Arkansas,4,2004,2007,42,3,https://www.profootballarchives.com/players/j/jack04410.html
Eddie Jackson,Alabama,9,2017,2024,113,106,https://www.profootballarchives.com/players/j/jack04421.html
Edwin Jackson,Georgia,Southern,1,2016,2016,16,https://www.profootballarchives.com/players/j/jack04500.html
Enis Jackson,Memphis,1,1987,1987,1,0,https://www.profootballarchives.com/players/j/jack04600.html
Ernie Jackson,Duke,8,1972,1979,89,62,https://www.profootballarchives.com/players/j/jack04800.html
Frank Jackson,Southern,Methodist,7,1961,1967,90,https://www.profootballarchives.com/players/j/jack05200.html
Fred Jackson,Coe,9,2007,2015,122,61,https://www.profootballarchives.com/players/j/jack05230.html
Frisman Jackson,Northern,Illinois;,Western,Illinois,4,2002,https://www.profootballarchives.com/players/j/jack05250.html
Gabe Jackson,Mississippi,State,10,2014,2023,136,https://www.profootballarchives.com/players/j/jack05300.html
Gerald Jackson,Mississippi,State,1,1979,1979,16,https://www.profootballarchives.com/players/j/jack05400.html
Grady Jackson,Hinds,CC;,Knoxville,15,1997,2009,https://www.profootballarchives.com/players/j/jack05450.html
Greg Jackson,Louisiana,State,12,1989,2000,168,https://www.profootballarchives.com/players/j/jack05500.html
Harold Jackson,Jackson,State,16,1968,1983,208,https://www.profootballarchives.com/players/j/jack05600.html
Honor Jackson,Marin,JC;,Pacific,4,1972,1974,https://www.profootballarchives.com/players/j/jack06000.html
Jack Jackson,Florida,1,1996,1996,12,0,https://www.profootballarchives.com/players/j/jack06100.html
Jamaal Jackson,Delaware,State,7,2005,2011,88,https://www.profootballarchives.com/players/j/jack06150.html
James Jackson,Miami,(Florida),6,2001,2005,52,https://www.profootballarchives.com/players/j/jack06250.html
Jarious Jackson,Notre,Dame,4,2000,2003,5,https://www.profootballarchives.com/players/j/jack06300.html
Jazz Jackson,Western,Kentucky,3,1974,1976,33,https://www.profootballarchives.com/players/j/jack06400.html
J.C. Jackson,Florida;,Riverside,CC;,Maryland,7,2018,https://www.profootballarchives.com/players/j/jack06500.html
Jeff Jackson,Auburn,4,1984,1988,52,8,https://www.profootballarchives.com/players/j/jack06600.html
Jermaine Jackson,San,Mateo,CC;,Idaho,1,2024,https://www.profootballarchives.com/players/j/jack06861.html
Jerrell Jackson,Missouri,1,2012,2012,1,0,https://www.profootballarchives.com/players/j/jack06890.html
Jha'Quan Jackson,Tulane,1,2024,2024,12,0,https://www.profootballarchives.com/players/j/jack06960.html
Jim Jackson,Western,Illinois,2,1966,1967,13,https://www.profootballarchives.com/players/j/jack07000.html
Joe Jackson,San,Francisco,State,1,1987,1987,https://www.profootballarchives.com/players/j/jack07200.html
Joe Jackson,Miami,(Florida),3,2019,2021,21,https://www.profootballarchives.com/players/j/jack07211.html
Joey Jackson,New,Mexico,State,3,1972,1977,https://www.profootballarchives.com/players/j/jack07400.html
John Jackson,Eastern,Kentucky,14,1988,2001,203,https://www.profootballarchives.com/players/j/jack07600.html
John Jackson,Southern,California,4,1990,1996,36,https://www.profootballarchives.com/players/j/jack07650.html
Johnnie Jackson,Houston,5,1989,1992,54,11,https://www.profootballarchives.com/players/j/jack07700.html
Johnny Jackson,Tennessee,State;,Southern,University,1,1977,https://www.profootballarchives.com/players/j/jack07800.html
Jonah Jackson,Rutgers;,Ohio,State,5,2020,2024,https://www.profootballarchives.com/players/j/jack07830.html
Jonathan Jackson,Oregon,State,1,2001,2001,1,https://www.profootballarchives.com/players/j/jack07850.html
Jordan Jackson,Air,Force,1,2024,2024,17,https://www.profootballarchives.com/players/j/jack07857.html
Josh Jackson,Iowa,6,2018,2022,49,16,https://www.profootballarchives.com/players/j/jack07875.html
Justin Jackson,Northwestern,5,2018,2022,59,7,https://www.profootballarchives.com/players/j/jack07921.html
Kareem Jackson,Alabama,16,2010,2024,205,193,https://www.profootballarchives.com/players/j/jack07950.html
Kearis Jackson,Georgia,1,2023,2023,3,0,https://www.profootballarchives.com/players/j/jack07990.html
Keith Jackson,Oklahoma,9,1988,1996,129,105,https://www.profootballarchives.com/players/j/jack08000.html
Ken Jackson,Texas,6,1952,1957,68,43,https://www.profootballarchives.com/players/j/jack08200.html
Kenny Jackson,Penn,State,8,1984,1991,102,https://www.profootballarchives.com/players/j/jack08400.html
Kirby Jackson,Mississippi,State,6,1987,1992,70,https://www.profootballarchives.com/players/j/jack08600.html
LaDairis Jackson,El,Camino,JC;,Oregon,State,2,https://www.profootballarchives.com/players/j/jack08700.html
Lamar Jackson,Louisville,7,2018,2024,103,94,https://www.profootballarchives.com/players/j/jack08720.html
Lamar Jackson,Nebraska,6,2020,2024,25,6,https://www.profootballarchives.com/players/j/jack08721.html
Larron Jackson,Missouri,6,1971,1976,83,71,https://www.profootballarchives.com/players/j/jack08800.html
Lawrence Jackson,Presbyterian,1,1987,1987,3,3,https://www.profootballarchives.com/players/j/jack09200.html
Lawrence Jackson,Southern,California,5,2008,2012,69,https://www.profootballarchives.com/players/j/jack09210.html
Lenzie Jackson,Arizona,State,3,1999,2001,21,https://www.profootballarchives.com/players/j/jack09300.html
Leonard Jackson,Oklahoma,State,2,1987,1987,2,https://www.profootballarchives.com/players/j/jack09400.html
Leroy Jackson,Western,Illinois,2,1962,1963,15,https://www.profootballarchives.com/players/j/jack09600.html
Louis Jackson,Cal,Poly,(San,Luis,Obispo),1,https://www.profootballarchives.com/players/j/jack09800.html
Lucky Jackson,Western,Kentucky,1,2023,2023,3,https://www.profootballarchives.com/players/j/jack09830.html
Malik Jackson,Southern,California;,Tennessee,10,2012,2021,https://www.profootballarchives.com/players/j/jack09911.html
Marcus Jackson,Purdue,1,1987,1987,1,0,https://www.profootballarchives.com/players/j/jack10000.html
Mark Jackson,Purdue,10,1986,1994,130,82,https://www.profootballarchives.com/players/j/jack10200.html
Mark Jackson,Abilene,Christian,1,1987,1987,11,https://www.profootballarchives.com/players/j/jack10400.html
Marlin Jackson,Michigan,5,2005,2009,56,32,https://www.profootballarchives.com/players/j/jack10430.html
Marlion Jackson,Virginia,Union;,Saginaw,Valley,State,1,https://www.profootballarchives.com/players/j/jack10450.html
Matthew Jackson,Eastern,Kentucky,2,2023,2024,10,https://www.profootballarchives.com/players/j/jack10543.html
McKinnley Jackson,Texas,A&M,1,2024,2024,13,https://www.profootballarchives.com/players/j/jack10560.html
Mel Jackson,Southern,California,5,1976,1980,64,https://www.profootballarchives.com/players/j/jack10600.html
Michael Jackson,Washington,8,1979,1986,105,78,https://www.profootballarchives.com/players/j/jack10800.html
Michael Jackson,Southern,Mississippi,8,1991,1998,114,https://www.profootballarchives.com/players/j/jack10900.html
Mike Jackson,Miami,(Florida),6,2019,2024,55,https://www.profootballarchives.com/players/j/jack10940.html
Monte Jackson,San,Diego,Mesa,JC;,San,Diego,https://www.profootballarchives.com/players/j/jack11000.html
Nate Jackson,Menlo,6,2003,2008,41,4,https://www.profootballarchives.com/players/j/jack11160.html
Noah Jackson,Tampa,10,1975,1984,131,127,https://www.profootballarchives.com/players/j/jack11200.html
Perry Jackson,Southwestern,Oklahoma,State,3,1928,1930,https://www.profootballarchives.com/players/j/jack11400.html
Pete Jackson,Missouri,1,1928,1928,5,0,https://www.profootballarchives.com/players/j/jack11600.html
Randy Jackson,Texarkana,JC;,Wichita,State,3,1972,https://www.profootballarchives.com/players/j/jack11800.html
Randy Jackson,Florida,8,1967,1974,105,94,https://www.profootballarchives.com/players/j/jack11810.html
Rashawn Jackson,Virginia,1,2010,2010,2,1,https://www.profootballarchives.com/players/j/jack11950.html
Ray Jackson,Colorado,State,6,1996,2001,73,https://www.profootballarchives.com/players/j/jack12050.html
Ray Jackson,Michigan;,Cincinnati,1,2003,2003,1,https://www.profootballarchives.com/players/j/jack12080.html
Red Jackson,Lake,Forest,1,1926,1926,2,https://www.profootballarchives.com/players/j/jack12100.html
Rich Jackson,Southern,University,8,1966,1972,82,https://www.profootballarchives.com/players/j/jack12200.html
Rickey Jackson,Pittsburgh,15,1981,1995,227,224,https://www.profootballarchives.com/players/j/jack12400.html
Rob Jackson,Fort,Scott,CC;,Kansas,State,6,https://www.profootballarchives.com/players/j/jack12700.html
Robert Jackson,Trinity,Valley,CC;,Texas,A&M,5,https://www.profootballarchives.com/players/j/jack12800.html
Robert Jackson,Central,Michigan,7,1982,1989,90,https://www.profootballarchives.com/players/j/jack13000.html
Robert Jackson,Sequoias,JC;,Nevada-Las,Vegas,3,2019,https://www.profootballarchives.com/players/j/jack13051.html
Roger Jackson,Bethune-Cookman,5,1982,1987,53,5,https://www.profootballarchives.com/players/j/jack13200.html
Roland Jackson,Rice,1,1962,1962,5,0,https://www.profootballarchives.com/players/j/jack13600.html
Rusty Jackson,Louisiana,State,3,1976,1979,46,https://www.profootballarchives.com/players/j/jack13800.html
Shedrick Jackson,Auburn,1,2023,2023,3,0,https://www.profootballarchives.com/players/j/jack13940.html
Sheldon Jackson,Nebraska,3,1999,2001,45,13,https://www.profootballarchives.com/players/j/jack13950.html
Steve Jackson,Texas-Arlington,2,1966,1967,25,2,https://www.profootballarchives.com/players/j/jack14200.html
Steve Jackson,Louisiana,State,1,1977,1977,6,https://www.profootballarchives.com/players/j/jack14400.html
Steve Jackson,Purdue,9,1991,1999,118,26,https://www.profootballarchives.com/players/j/jack14500.html
Steven Jackson,Oregon,State,12,2004,2015,160,https://www.profootballarchives.com/players/j/jack14550.html
Storey Jackson,Hutchinson,CC;,Prairie,View,A&M;,Liberty,https://www.profootballarchives.com/players/j/jack14551.html
Tanard Jackson,Syracuse,5,2007,2011,56,56,https://www.profootballarchives.com/players/j/jack14560.html
Tarron Jackson,Coastal,Carolina,3,2021,2024,24,https://www.profootballarchives.com/players/j/jack14565.html
Tarvaris Jackson,Arkansas;,Alabama,State,9,2006,2015,https://www.profootballarchives.com/players/j/jack14570.html
Terry Jackson,San,Diego,CC;,San,Diego,State,https://www.profootballarchives.com/players/j/jack14600.html
Terry Jackson,Florida,7,1999,2005,100,2,https://www.profootballarchives.com/players/j/jack14650.html
Theo Jackson,Tennessee,3,2022,2024,43,0,https://www.profootballarchives.com/players/j/jack14680.html
Tim Jackson,Kansas,State;,Coffeyville,CC;,Nebraska,1,https://www.profootballarchives.com/players/j/jack14700.html
T.J. Jackson,Illinois,2,1966,1967,6,0,https://www.profootballarchives.com/players/j/jack14800.html
T.J. Jackson,Auburn,2,2006,2008,9,0,https://www.profootballarchives.com/players/j/jack14810.html
Tom Jackson,Louisville,14,1973,1986,191,177,https://www.profootballarchives.com/players/j/jack15000.html
Tre' Jackson,Florida,State,1,2015,2015,13,https://www.profootballarchives.com/players/j/jack15070.html
Trishton Jackson,Michigan,State;,Syracuse,2,2023,2024,https://www.profootballarchives.com/players/j/jack15075.html
Tyoka Jackson,Penn,State,12,1994,2006,157,https://www.profootballarchives.com/players/j/jack15100.html
Tyree Jackson,Buffalo,3,2021,2023,16,4,https://www.profootballarchives.com/players/j/jack15110.html
Tyson Jackson,Louisiana,State,8,2009,2016,122,https://www.profootballarchives.com/players/j/jack15120.html
Vestee Jackson,Washington,8,1986,1993,119,85,https://www.profootballarchives.com/players/j/jack15200.html
Victor Jackson,Bowie,State,2,1986,1987,4,https://www.profootballarchives.com/players/j/jack15400.html
Vincent Jackson,Northern,Colorado,12,2005,2016,155,https://www.profootballarchives.com/players/j/jack15430.html
Waverly Jackson,Virginia,Tech,5,1998,2002,68,https://www.profootballarchives.com/players/j/jack15500.html
Wilbur Jackson,Alabama,8,1974,1982,94,73,https://www.profootballarchives.com/players/j/jack15600.html
William Jackson,Trinity,Valley,CC;,Houston,6,2017,https://www.profootballarchives.com/players/j/jack15700.html
Willie Jackson,Florida,9,1995,2002,113,40,https://www.profootballarchives.com/players/j/jack15900.html
Frank Jackunas,Detroit,Mercy,1,1962,1962,3,https://www.profootballarchives.com/players/j/jack16000.html
Jacobs none,1,1920,1920,2,1,0,https://www.profootballarchives.com/players/j/jaco00200.html
Allen Jacobs,Glendale,CC;,Utah,3,1965,1967,https://www.profootballarchives.com/players/j/jaco00400.html
Ben Jacobs,Fresno,State,6,2011,2018,73,https://www.profootballarchives.com/players/j/jaco00475.html
Brandon Jacobs,Coffeyville,CC;,Southern,Illinois,9,2005,https://www.profootballarchives.com/players/j/jaco00550.html
Cam Jacobs,Kentucky,1,1987,1987,3,0,https://www.profootballarchives.com/players/j/jaco00600.html
Curtis Jacobs,Penn,State,1,2024,2024,9,https://www.profootballarchives.com/players/j/jaco00690.html
Dave Jacobs,Syracuse,3,1979,1987,12,0,https://www.profootballarchives.com/players/j/jaco00800.html
Demontrey Jacobs,Grambling,State;,South,Florida,1,2024,https://www.profootballarchives.com/players/j/jaco00820.html
Harry Jacobs,Bradley,11,1960,1970,134,112,https://www.profootballarchives.com/players/j/jaco01000.html
Jack Jacobs,Oklahoma,6,1942,1949,56,39,https://www.profootballarchives.com/players/j/jaco01200.html
Jerry Jacobs,Hutchinson,CC;,Arkansas,State;,Arkansas,3,https://www.profootballarchives.com/players/j/jaco01301.html
Josh Jacobs,Alabama,6,2019,2024,90,89,https://www.profootballarchives.com/players/j/jaco01365.html
Leon Jacobs,Wisconsin,3,2018,2020,29,12,https://www.profootballarchives.com/players/j/jaco01375.html
Marv Jacobs,none,1,1948,1948,6,0,https://www.profootballarchives.com/players/j/jaco01400.html
Nic Jacobs,McNeese,State,2,2014,2015,24,https://www.profootballarchives.com/players/j/jaco01480.html
Proverb Jacobs,Modesto,JC;,California,6,1958,1964,https://www.profootballarchives.com/players/j/jaco01600.html
Ray Jacobs,Navarro,JC;,Howard,Payne,7,1963,https://www.profootballarchives.com/players/j/jaco01800.html
Ray Jacobs,North,Carolina,2,1994,1995,31,https://www.profootballarchives.com/players/j/jaco01850.html
Taylor Jacobs,Florida,6,2003,2007,57,7,https://www.profootballarchives.com/players/j/jaco01880.html
Tim Jacobs,Delaware,5,1993,1997,52,2,https://www.profootballarchives.com/players/j/jaco01890.html
Tramain Jacobs,Mississippi,Gulf,Coast,CC;,Texas,A&M,https://www.profootballarchives.com/players/j/jaco01895.html
Jack Jacobson,Oklahoma,State,1,1965,1965,3,https://www.profootballarchives.com/players/j/jaco02000.html
Larry Jacobson,Nebraska,3,1972,1974,33,13,https://www.profootballarchives.com/players/j/jaco02200.html
Steve Jacobson,Texas,A&M;,Abilene,Christian,1,1987,https://www.profootballarchives.com/players/j/jaco02400.html
Joe Jacoby,Louisville,13,1981,1993,171,148,https://www.profootballarchives.com/players/j/jaco02600.html
Mitch Jacoby,Northern,Illinois,3,1997,1999,24,https://www.profootballarchives.com/players/j/jaco02800.html
Kendyl Jacox,Kansas,State,9,1998,2006,130,https://www.profootballarchives.com/players/j/jaco03000.html
Michael Jacquet,Louisiana-Lafayette,2,2020,2021,8,2,https://www.profootballarchives.com/players/j/jacq00090.html
Nate Jacquet,Mount,San,Antonio,JC;,San,Diego,https://www.profootballarchives.com/players/j/jacq00100.html
Harry Jacunski,Fordham,6,1939,1944,54,33,https://www.profootballarchives.com/players/j/jacu00200.html
Jeff Jaeger,Washington,12,1987,1999,165,0,https://www.profootballarchives.com/players/j/jaeg00200.html
Johnny Jaffurs,Penn,State,1,1946,1946,7,https://www.profootballarchives.com/players/j/jaff00200.html
Harry Jagade,Indiana,6,1949,1955,67,41,https://www.profootballarchives.com/players/j/jaga00200.html
Harry Jagielski,Indiana,5,1956,1961,36,30,https://www.profootballarchives.com/players/j/jagi00200.html
Brenden Jaimes,Nebraska,4,2021,2024,45,3,https://www.profootballarchives.com/players/j/jaim00200.html
Van Jakes,Kent,State,6,1983,1989,78,https://www.profootballarchives.com/players/j/jake00200.html
George Jakowenko,Syracuse,2,1974,1976,17,0,https://www.profootballarchives.com/players/j/jako00200.html
Charlie Jamerson,Arkansas,1,1926,1926,2,0,https://www.profootballarchives.com/players/j/jame00200.html
Natrell Jamerson,Wisconsin,4,2018,2020,21,0,https://www.profootballarchives.com/players/j/jame00220.html
Andre James,UCLA,6,2019,2024,89,60,https://www.profootballarchives.com/players/j/jame00395.html
Angelo James,West,Hills,CC;,Sacramento,State,1,https://www.profootballarchives.com/players/j/jame00400.html
Arrike James,Delta,State,1,1987,1987,3,https://www.profootballarchives.com/players/j/jame00600.html
Bradie James,Louisiana,State,10,2003,2012,157,https://www.profootballarchives.com/players/j/jame00680.html
Brandon James,Florida,1,2010,2010,3,0,https://www.profootballarchives.com/players/j/jame00690.html
Cedric James,Texas,Christian,1,2002,2002,5,https://www.profootballarchives.com/players/j/jame00730.html
Charles James,Charleston,Southern,4,2013,2016,34,https://www.profootballarchives.com/players/j/jame00751.html
Claudis James,Jackson,State,2,1967,1968,15,https://www.profootballarchives.com/players/j/jame00800.html
Cory James,Colorado,State,2,2016,2017,26,https://www.profootballarchives.com/players/j/jame00900.html
Craig James,Southern,Methodist,5,1984,1988,52,https://www.profootballarchives.com/players/j/jame01000.html
Craig James,Minnesota;,Southern,Illinois,4,2018,2023,https://www.profootballarchives.com/players/j/jame01001.html
Dan James,Ohio,State,8,1960,1967,93,https://www.profootballarchives.com/players/j/jame01200.html
Derwin James,Florida,State,6,2018,2024,82,https://www.profootballarchives.com/players/j/jame01550.html
Dick James,Oregon,10,1956,1965,114,77,https://www.profootballarchives.com/players/j/jame01600.html
Edgerrin James,Miami,(Florida),11,1999,2009,148,https://www.profootballarchives.com/players/j/jame01850.html
Erasmus James,Wisconsin,4,2005,2008,28,12,https://www.profootballarchives.com/players/j/jame01910.html
Garry James,Louisiana,State,3,1986,1988,40,https://www.profootballarchives.com/players/j/jame01990.html
Javarris James,Miami,(Florida),1,2010,2010,10,https://www.profootballarchives.com/players/j/jame02050.html
Ja'Wuan James,Tennessee,7,2014,2022,66,66,https://www.profootballarchives.com/players/j/jame02055.html
Jeno James,Auburn,7,2000,2006,94,57,https://www.profootballarchives.com/players/j/jame02070.html
Jesse James,Mississippi,State,2,1995,1996,2,https://www.profootballarchives.com/players/j/jame02100.html
Jesse James,Penn,State,8,2015,2022,104,https://www.profootballarchives.com/players/j/jame02101.html
John James,Florida,14,1972,1984,187,0,https://www.profootballarchives.com/players/j/jame02200.html
June James,Texas,2,1985,1987,27,0,https://www.profootballarchives.com/players/j/jame02400.html
LaMichael James,Oregon,5,2012,2015,18,0,https://www.profootballarchives.com/players/j/jame02540.html
Lionel James,Auburn,5,1984,1988,67,22,https://www.profootballarchives.com/players/j/jame02800.html
Lynn James,Southern,Methodist;,Arizona,State,3,1990,https://www.profootballarchives.com/players/j/jame02900.html
Mike James,Miami,(Florida),3,2013,2016,23,https://www.profootballarchives.com/players/j/jame02971.html
Nate James,Florida,A&M,1,1968,1968,12,https://www.profootballarchives.com/players/j/jame03000.html
Phillip James,Southern,University,1,1987,1987,3,https://www.profootballarchives.com/players/j/jame03200.html
Richie James,Middle,Tennessee,State,5,2018,2023,https://www.profootballarchives.com/players/j/jame03350.html
Robert James,Fisk,6,1969,1974,83,67,https://www.profootballarchives.com/players/j/jame03400.html
Robert James,Arizona,State,4,2009,2013,19,https://www.profootballarchives.com/players/j/jame03410.html
Roland James,Tennessee,11,1980,1990,145,122,https://www.profootballarchives.com/players/j/jame03600.html
Ron James,New,Mexico,State,4,1972,1975,https://www.profootballarchives.com/players/j/jame03800.html
Ted James,Nebraska,1,1929,1929,10,6,https://www.profootballarchives.com/players/j/jame04200.html
Tommy James,Ohio,State,10,1947,1956,98,https://www.profootballarchives.com/players/j/jame04600.html
Toran James,North,Carolina,A&T,State,1,1997,https://www.profootballarchives.com/players/j/jame04650.html
Tory James,Louisiana,State,10,1996,2006,158,https://www.profootballarchives.com/players/j/jame04700.html
Will James,Michigan;,Youngstown,State;,Western,Illinois,10,https://www.profootballarchives.com/players/j/jame04840.html
Larry Jameson,Indiana,1,1976,1976,1,0,https://www.profootballarchives.com/players/j/jame05000.html
Michael Jameson,Texas,A&M,3,2002,2004,42,https://www.profootballarchives.com/players/j/jame05200.html
Bob Jamieson,Franklin,&,Marshall,1,1924,1924,https://www.profootballarchives.com/players/j/jami00200.html
Dick Jamieson,Bradley,2,1960,1961,14,1,https://www.profootballarchives.com/players/j/jami00400.html
Al Jamison,Colgate,3,1960,1962,42,42,https://www.profootballarchives.com/players/j/jami00600.html
Brandon Jamison,Southwest,Mississippi,CC;,Clemson;,West,Georgia,https://www.profootballarchives.com/players/j/jami00650.html
D'Shawn Jamison,Texas,1,2023,2023,15,1,https://www.profootballarchives.com/players/j/jami00710.html
George Jamison,Cincinnati,12,1987,1998,162,107,https://www.profootballarchives.com/players/j/jami00800.html
Tim Jamison,Michigan,6,2009,2014,56,2,https://www.profootballarchives.com/players/j/jami01100.html
Quentin Jammer,Texas,12,2002,2013,183,161,https://www.profootballarchives.com/players/j/jamm00200.html
John Janata,Antelope,Valley,JC;,Illinois,1,1983,https://www.profootballarchives.com/players/j/jana00200.html
Bobby Jancik,Wharton,County,JC;,Lamar,6,1962,https://www.profootballarchives.com/players/j/janc00200.html
Clarence Janecek,Purdue,1,1933,1933,11,11,https://www.profootballarchives.com/players/j/jane00200.html
Charlie Janerette,Penn,State,6,1960,1965,80,https://www.profootballarchives.com/players/j/jane00400.html
Ernie Janet,Washington,5,1972,1975,31,16,https://www.profootballarchives.com/players/j/jane00600.html
Len Janiak,Ohio,University,4,1939,1942,41,https://www.profootballarchives.com/players/j/jani00200.html
Tommy Janik,Texas,A&M;,Texas,A&M-Kingsville,9,1963,https://www.profootballarchives.com/players/j/jani00600.html
Sebastian Janikowski,Florida,State,18,2000,2018,284,https://www.profootballarchives.com/players/j/jani00800.html
Jeff Janis,Saginaw,Valley,State,4,2014,2017,https://www.profootballarchives.com/players/j/jani00950.html
