Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Detroit Lions,3-13 (18.8%),7-9  (43.8%),1-1 (50.0%),0-2-0  (0.0%),3-5 (37.5%),5-3-0 (62.5%),1-0 (100.%),0-1-0 (0.0%),11-5-0 (68.8%)
Green Bay Packers,12-4 (75.0%),8-8  (50.0%),9-3 (75.0%),5-7-0  (41.7%),8-0 (100.%),5-3-0 (62.5%),8-0 (100.%),5-3-0 (62.5%),9-7-0 (56.3%)
Houston Texans,4-12 (25.0%),7-8-1  (46.7%),0-1 (0.0%),0-1-0  (0.0%),2-6 (25.0%),3-4-1 (42.9%),0-1 (0.0%),0-1-0 (0.0%),7-9-0 (43.8%)
Indianapolis Colts,10-6 (62.5%),6-10  (37.5%),8-3 (72.7%),4-7-0  (36.4%),5-3 (62.5%),2-6-0 (25.0%),5-2 (71.4%),2-5-0 (28.6%),7-7-2 (50.0%)
Jacksonville Jaguars,6-10 (37.5%),8-8  (50.0%),4-5 (44.4%),3-6-0  (33.3%),3-5 (37.5%),5-3-0 (62.5%),2-2 (50.0%),2-2-0 (50.0%),7-9-0 (43.8%)
Kansas City Chiefs,8-8 (50.0%),10-5-1  (66.7%),5-2 (71.4%),4-3-0  (57.1%),6-2 (75.0%),5-2-1 (71.4%),4-1 (80.0%),3-2-0 (60.0%),11-5-0 (68.8%)
Miami Dolphins,9-7 (56.3%),9-7  (56.3%),7-5 (58.3%),7-5-0  (58.3%),7-1 (87.5%),7-1-0 (87.5%),7-1 (87.5%),7-1-0 (87.5%),5-11-0 (31.3%)
Minnesota Vikings,6-10 (37.5%),8-8  (50.0%),3-2 (60.0%),2-3-0  (40.0%),4-4 (50.0%),4-4-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),11-5-0 (68.8%)
New England Patriots,9-7 (56.3%),6-10  (37.5%),5-4 (55.6%),2-7-0  (22.2%),5-3 (62.5%),3-5-0 (37.5%),3-3 (50.0%),1-5-0 (16.7%),6-10-0 (37.5%)
New Orleans Saints,9-7 (56.3%),8-7-1  (53.3%),6-6 (50.0%),5-6-1  (45.5%),4-4 (50.0%),3-4-1 (42.9%),2-4 (33.3%),1-4-1 (20.0%),12-4-0 (75.0%)
New York Giants,10-6 (62.5%),9-7  (56.3%),7-4 (63.6%),5-6-0  (45.5%),5-3 (62.5%),4-4-0 (50.0%),5-2 (71.4%),3-4-0 (42.9%),9-7-0 (56.3%)
New York Jets,9-7 (56.3%),9-6-1  (60.0%),5-3 (62.5%),5-3-0  (62.5%),5-3 (62.5%),5-3-0 (62.5%),3-2 (60.0%),3-2-0 (60.0%),8-8-0 (50.0%)
Oakland Raiders,11-5 (68.8%),10-5-1  (66.7%),9-4 (69.2%),8-4-1  (66.7%),6-2 (75.0%),5-2-1 (71.4%),6-2 (75.0%),5-2-1 (71.4%),6-10-0 (37.5%)
Philadelphia Eagles,12-4 (75.0%),10-6  (62.5%),10-2 (83.3%),8-4-0  (66.7%),7-1 (87.5%),6-2-0 (75.0%),6-1 (85.7%),5-2-0 (71.4%),9-6-1 (60.0%)
Pittsburgh Steelers,10-5-1 (66.7%),5-10-1  (33.3%),9-4 (69.2%),4-10-0  (28.6%),5-2 (71.4%),2-6-0 (25.0%),5-2 (71.4%),2-6-0 (25.0%),11-5-0 (68.8%)
San Diego Chargers,8-8 (50.0%),8-8  (50.0%),3-2 (60.0%),2-3-0  (40.0%),5-3 (62.5%),4-4-0 (50.0%),2-2 (50.0%),1-3-0 (25.0%),8-8-0 (50.0%)
San Francisco 49ers,10-6 (62.5%),4-11-1  (26.7%),9-4 (69.2%),3-9-1  (25.0%),5-3 (62.5%),2-5-1 (28.6%),5-3 (62.5%),2-5-1 (28.6%),8-8-0 (50.0%)
Seattle Seahawks,7-9 (43.8%),9-7  (56.3%),2-2 (50.0%),2-2-0  (50.0%),3-5 (37.5%),3-5-0 (37.5%),2-2 (50.0%),2-2-0 (50.0%),9-7-0 (56.3%)
St Louis Rams,7-9 (43.8%),4-12  (25.0%),6-6 (50.0%),3-9-0  (25.0%),6-2 (75.0%),3-5-0 (37.5%),5-2 (71.4%),2-5-0 (28.6%),7-9-0 (43.8%)
Tampa Bay Buccaneers,12-4 (75.0%),10-6  (62.5%),10-3 (76.9%),8-5-0  (61.5%),6-2 (75.0%),6-2-0 (75.0%),5-2 (71.4%),5-2-0 (71.4%),6-10-0 (37.5%)
Tennessee Titans,11-5 (68.8%),10-6  (62.5%),6-4 (60.0%),5-5-0  (50.0%),6-2 (75.0%),5-3-0 (62.5%),3-2 (60.0%),2-3-0 (40.0%),8-8-0 (50.0%)
Washington Commanders,7-9 (43.8%),7-8-1  (46.7%),4-2 (66.7%),3-3-0  (50.0%),5-3 (62.5%),4-4-0 (50.0%),4-1 (80.0%),3-2-0 (60.0%),8-7-1 (53.3%)
