Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
New York Giants,10-6 (62.5%),10-6  (62.5%),7-3 (70.0%),6-4-0  (60.0%),3-5 (37.5%),4-4-0 (50.0%),2-3 (40.0%),2-3-0 (40.0%),8-8-0 (50.0%)
New York Jets,4-12 (25.0%),6-9-1  (40.0%),2-2 (50.0%),0-3-1  (0.0%),3-5 (37.5%),2-5-1 (28.6%),2-1 (66.7%),0-2-1 (0.0%),6-9-1 (40.0%)
Oakland Raiders,4-12 (25.0%),6-10  (37.5%),1-3 (25.0%),0-4-0  (0.0%),2-6 (25.0%),2-6-0 (25.0%),1-3 (25.0%),0-4-0 (0.0%),10-5-1 (66.7%)
Philadelphia Eagles,8-8 (50.0%),8-8  (50.0%),5-6 (45.5%),4-7-0  (36.4%),3-5 (37.5%),2-6-0 (25.0%),3-4 (42.9%),2-5-0 (28.6%),7-9-0 (43.8%)
Pittsburgh Steelers,10-6 (62.5%),8-8  (50.0%),10-5 (66.7%),8-7-0  (53.3%),7-1 (87.5%),5-3-0 (62.5%),7-1 (87.5%),5-3-0 (62.5%),8-8-0 (50.0%)
San Diego Chargers,11-5 (68.8%),11-5  (68.8%),10-3 (76.9%),10-3-0  (76.9%),7-1 (87.5%),7-1-0 (87.5%),6-1 (85.7%),6-1-0 (85.7%),9-6-1 (60.0%)
San Francisco 49ers,5-11 (31.3%),5-10-1  (33.3%),1-0 (100.%),0-0-1,3-5 (37.5%),3-4-1 (42.9%),1-0 (100.%),0-0-1,6-10-0 (37.5%)
Seattle Seahawks,10-6 (62.5%),9-6-1  (60.0%),9-4 (69.2%),8-4-1  (66.7%),7-1 (87.5%),6-1-1 (85.7%),7-1 (87.5%),6-1-1 (85.7%),7-9-0 (43.8%)
St Louis Rams,3-13 (18.8%),5-11  (31.3%),2-2 (50.0%),2-2-0  (50.0%),1-7 (12.5%),2-6-0 (25.0%),1-2 (33.3%),1-2-0 (33.3%),6-9-1 (40.0%)
Tampa Bay Buccaneers,9-7 (56.3%),9-7  (56.3%),6-3 (66.7%),6-3-0  (66.7%),6-2 (75.0%),6-2-0 (75.0%),5-1 (83.3%),5-1-0 (83.3%),9-7-0 (56.3%)
Tennessee Titans,10-6 (62.5%),8-8  (50.0%),7-2 (77.8%),4-5-0  (44.4%),5-3 (62.5%),3-5-0 (37.5%),5-1 (83.3%),2-4-0 (33.3%),5-10-1 (33.3%)
Washington Commanders,9-7 (56.3%),7-7-2  (50.0%),6-3 (66.7%),3-5-1  (37.5%),5-3 (62.5%),3-4-1 (42.9%),5-3 (62.5%),3-4-1 (42.9%),6-9-1 (40.0%)
