Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Minnesota Vikings,10-6 (62.5%),8-8  (50.0%),10-5 (66.7%),8-7-0  (53.3%),8-0 (100.%),6-2-0 (75.0%),8-0 (100.%),6-2-0 (75.0%),7-8-1 (46.7%)
New England Patriots,5-11 (31.3%),8-8  (50.0%),1-3 (25.0%),1-3-0  (25.0%),3-5 (37.5%),4-4-0 (50.0%),1-3 (25.0%),1-3-0 (25.0%),10-5-1 (66.7%)
New Orleans Saints,9-7 (56.3%),9-7  (56.3%),6-3 (66.7%),5-4-0  (55.6%),5-3 (62.5%),5-3-0 (62.5%),4-0 (100.%),3-1-0 (75.0%),10-6-0 (62.5%)
New York Giants,12-4 (75.0%),11-4-1  (73.3%),10-1 (90.9%),8-2-1  (80.0%),7-1 (87.5%),5-2-1 (71.4%),7-1 (87.5%),5-2-1 (71.4%),6-9-1 (40.0%)
New York Jets,4-12 (25.0%),4-12  (25.0%),1-4 (20.0%),1-4-0  (20.0%),1-7 (12.5%),1-7-0 (12.5%),1-4 (20.0%),1-4-0 (20.0%),8-7-1 (53.3%)
Philadelphia Eagles,11-5 (68.8%),8-8  (50.0%),7-4 (63.6%),4-7-0  (36.4%),6-2 (75.0%),3-5-0 (37.5%),5-2 (71.4%),2-5-0 (28.6%),6-10-0 (37.5%)
Phoenix Cardinals,5-11 (31.3%),6-10  (37.5%),4-2 (66.7%),3-3-0  (50.0%),2-6 (25.0%),1-7-0 (12.5%),2-2 (50.0%),1-3-0 (25.0%),6-9-1 (40.0%)
Pittsburgh Steelers,9-7 (56.3%),8-7-1  (53.3%),4-0 (100.%),3-0-1  (100.%),4-4 (50.0%),3-4-1 (42.9%),3-0 (100.%),2-0-1 (100.%),7-7-2 (50.0%)
San Diego Chargers,6-10 (37.5%),10-5-1  (66.7%),1-2 (33.3%),1-2-0  (33.3%),4-4 (50.0%),4-4-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),3-11-2 (21.4%)
San Francisco 49ers,14-2 (87.5%),13-3  (81.3%),13-2 (86.7%),12-3-0  (80.0%),6-2 (75.0%),6-2-0 (75.0%),6-2 (75.0%),6-2-0 (75.0%),9-7-0 (56.3%)
Seattle Seahawks,7-9 (43.8%),6-10  (37.5%),1-4 (20.0%),0-5-0  (0.0%),3-5 (37.5%),2-6-0 (25.0%),1-4 (20.0%),0-5-0 (0.0%),5-10-1 (33.3%)
Tampa Bay Buccaneers,5-11 (31.3%),9-7  (56.3%),0-1 (0.0%),0-1-0  (0.0%),2-6 (25.0%),4-4-0 (50.0%),0-1 (0.0%),0-1-0 (0.0%),7-9-0 (43.8%)
Washington Commanders,10-6 (62.5%),5-10-1  (33.3%),7-5 (58.3%),2-10-0  (16.7%),4-4 (50.0%),1-7-0 (12.5%),3-4 (42.9%),0-7-0 (0.0%),8-8-0 (50.0%)
