Jersey Number,Player,Position,Date_of_Birth,Age,Height,Weight,School,Years_In_NFL
OG,"Schweitzer, Wes",71,09/11/1993,31,"6' 04""",300,San Jose State,9
CB,"Sheffield, Kendall",27,05/30/1996,28,"5' 11""",212,Ohio State,4
LB,"Sherwood, Jamien",44,01/12/2000,25,"6' 02""",216,Auburn,4
S,"Simpson, Jaylin",25,03/17/2000,24,"6' 00""",179,Auburn,R
OG,"Simpson, John",76,08/19/1997,27,"6' 04""",330,Clemson,5
OT,"Smith, Tyron",77,12/12/1990,34,"6' 05""",320,USC,14
CB,"Stiggers, Qwan'tez",37,01/08/2002,23,"5' 11""",197,No College,R
LB,"Surratt, Chazz",55,02/16/1997,28,"6' 01""",233,North Carolina,3
DT,"Taylor III, Leonard",96,05/29/2002,22,"6' 03""",305,Miami,R
DT,"Thomas, Solomon",94,08/26/1995,29,"6' 03""",295,Stanford,8
OC,"Tippmann, Joe",66,03/24/2001,23,"6' 06""",313,Wisconsin,2
OG,"Vera-Tucker, Alijah",75,06/17/1999,25,"6' 04""",308,USC,4
OT,"Warren, Carter",67,01/19/1999,26,"6' 05""",311,Pittsburgh,2
DE,"Watts, Eric",58,10/01/2000,24,"6' 06""",277,Connecticut,R
LB,"Williams, Quincy",56,08/28/1996,28,"5' 11""",230,Murray State,6
DT,"Williams, Quinnen",95,12/21/1997,27,"6' 03""",303,Alabama,6
PK,"Zuerlein, Greg",9,12/27/1987,37,"6' 00""",195,Missouri Western,13
OT/OG,"Bailey, Zack",69,11/08/1995,29,"6' 05""",299,South Carolina,3
FB,"Beck, Andrew",,05/15/1996,28,"6' 03""",255,Texas,6
PK,"Carlson, Anders",18,06/16/1998,26,"6' 04""",220,Auburn,2
OT,"Eze, Obinna",68,06/12/1998,26,"6' 06""",325,TCU,1
OG,"Levao, Kohl",64,02/21/1998,27,"6' 05""",324,Hawaii,1
LB,"Sirmon, Jackson",49,04/15/2000,24,"6' 02""",240,California,R
CB,"Swilling, Tre",31,03/26/1999,25,"6' 01""",196,Georgia Tech,1
